ensembl_gene_id	btaurus_homolog_ensembl_gene	ggallus_homolog_ensembl_gene	ggorilla_homolog_ensembl_gene	hsapiens_homolog_ensembl_gene	mdomestica_homolog_ensembl_gene	mmulatta_homolog_ensembl_gene	oanatinus_homolog_ensembl_gene	pabelii_homolog_ensembl_gene	ppaniscus_homolog_ensembl_gene	ptroglodytes_homolog_ensembl_gene	rnorvegicus_homolog_ensembl_gene
ENSMUSG00000023439	ENSBTAG00000016043	ENSGALG00000034438	ENSGGOG00000002609	ENSG00000111664	ENSMODG00000018145	ENSMMUG00000005190	ENSOANG00000009941	ENSPPYG00000004204	ENSPPAG00000042920	ENSPTRG00000004592	ENSRNOG00000015541
ENSMUSG00000023484	ENSBTAG00000017864	ENSGALG00000039571	ENSGGOG00000025284	ENSG00000135406	ENSMODG00000004126	ENSMMUG00000031976	ENSOANG00000002870	ENSPPYG00000004483	ENSPPAG00000034520	ENSPTRG00000004903	ENSRNOG00000052880
ENSMUSG00000023495	ENSBTAG00000018622	ENSGALG00000027695	ENSGGOG00000012474	ENSG00000090097	ENSMODG00000011790	ENSMMUG00000022205	ENSOANG00000014110	ENSPPYG00000013822	ENSPPAG00000038764	ENSPTRG00000014983	ENSRNOG00000012406
ENSMUSG00000023707	ENSBTAG00000001593	ENSGALG00000003687	ENSGGOG00000000483	ENSG00000111325	ENSMODG00000012407	ENSMMUG00000015926	ENSOANG00000008083	ENSPPYG00000005078	ENSPPAG00000001068	ENSPTRG00000005589	ENSRNOG00000001081
ENSMUSG00000023791	ENSBTAG00000048195	ENSGALG00000006408	ENSGGOG00000006859	ENSG00000163964	ENSMODG00000018455	ENSMMUG00000003774	ENSOANG00000019945	ENSPPYG00000014446	ENSPPAG00000027842	ENSPTRG00000015786	ENSRNOG00000033623
ENSMUSG00000023802	ENSBTAG00000013551	ENSGALG00000013659	ENSGGOG00000015724	ENSG00000074771	ENSMODG00000008142	ENSMMUG00000008762	ENSOANG00000022356	ENSPPYG00000017125	ENSPPAG00000035888	ENSPTRG00000018732	ENSRNOG00000016490
ENSMUSG00000023809	ENSBTAG00000021741	ENSGALG00000011473	ENSGGOG00000004934	ENSG00000071242	ENSMODG00000006241	ENSMMUG00000005670	ENSOANG00000004152	ENSPPYG00000017167	ENSPPAG00000038721	ENSPTRG00000018793	ENSRNOG00000013194
ENSMUSG00000023827	ENSBTAG00000007668	ENSGALG00000011571	ENSGGOG00000036334	ENSG00000026652	ENSMODG00000006531	ENSMMUG00000006147	ENSOANG00000028830	ENSPPYG00000017156	ENSPPAG00000041903	ENSPTRG00000018779	ENSRNOG00000017731
ENSMUSG00000023828	ENSBTAG00000039080	ENSGALG00000020002	ENSGGOG00000001951	ENSG00000146477	ENSMODG00000006771	ENSMMUG00000005717	ENSOANG00000020960	ENSPPYG00000017152	ENSPPAG00000009760	ENSPTRG00000018769	ENSRNOG00000022946
ENSMUSG00000023861	ENSBTAG00000027879	ENSGALG00000011483	ENSGGOG00000038590	ENSG00000060762	ENSMODG00000023271	ENSMMUG00000011739	ENSOANG00000004153	ENSPPYG00000017166	ENSPPAG00000034758	ENSPTRG00000024084	ENSRNOG00000012415
ENSMUSG00000023868	ENSBTAG00000007758	ENSGALG00000011537	ENSGGOG00000003914	ENSG00000112541	ENSMODG00000006355	ENSMMUG00000023614	ENSOANG00000004294	ENSPPYG00000017162	ENSPPAG00000034143	ENSPTRG00000018787	ENSRNOG00000011310
ENSMUSG00000023883	ENSBTAG00000003929	ENSGALG00000011192	ENSGGOG00000015238	ENSG00000130024	ENSMODG00000005689	ENSMMUG00000015335	ENSOANG00000004868	ENSPPYG00000017185	ENSPPAG00000001816	ENSPTRG00000018819	ENSRNOG00000061312
ENSMUSG00000023886	ENSBTAG00000013176	ENSGALG00000011205	ENSGGOG00000012868	ENSG00000112562	ENSMODG00000005807	ENSMMUG00000014474	ENSOANG00000002983	ENSPPYG00000017182	ENSPPAG00000037853	ENSPTRG00000018815	ENSRNOG00000014166
ENSMUSG00000023913	ENSBTAG00000019315	ENSGALG00000016713	ENSGGOG00000013436	ENSG00000146070	ENSMODG00000018886	ENSMMUG00000019254	ENSOANG00000031167	ENSPPYG00000016672	ENSPPAG00000036488	ENSPTRG00000018238	ENSRNOG00000025691
ENSMUSG00000023915	ENSBTAG00000020054	ENSGALG00000016719	ENSGGOG00000013477	ENSG00000146072	ENSMODG00000018876	ENSMMUG00000011905	ENSOANG00000008278	ENSPPYG00000016676	ENSPPAG00000029965	ENSPTRG00000018243	ENSRNOG00000011517
ENSMUSG00000023919	ENSBTAG00000020710	ENSGALG00000016692	ENSGGOG00000024998	ENSG00000031691	ENSMODG00000025438	ENSMMUG00000048193	ENSOANG00000008259	ENSPPYG00000016686	ENSPPAG00000038636	ENSPTRG00000018257	ENSRNOG00000056226
ENSMUSG00000023921	ENSBTAG00000014272	ENSGALG00000016697	ENSGGOG00000009287	ENSG00000146085	ENSMODG00000018855	ENSMMUG00000002458	ENSOANG00000008261	ENSPPYG00000016685	ENSPPAG00000034648	ENSPTRG00000018256	ENSRNOG00000050843
ENSMUSG00000023926	ENSBTAG00000011300	ENSGALG00000016684	ENSGGOG00000012398	ENSG00000112077	ENSMODG00000018849	ENSMMUG00000012079	ENSOANG00000008253	ENSPPYG00000016689	ENSPPAG00000034078	ENSPTRG00000018261	ENSRNOG00000050121
ENSMUSG00000023931	ENSBTAG00000013806	ENSGALG00000011267	ENSGGOG00000013587	ENSG00000163576	ENSMODG00000014789	ENSMMUG00000018836	ENSOANG00000021549	ENSPPYG00000014075	ENSPPAG00000027704	ENSPTRG00000014681	ENSRNOG00000012618
ENSMUSG00000023938	ENSBTAG00000013722	ENSGALG00000035337	ENSGGOG00000005517	ENSG00000124608	ENSMODG00000018926	ENSMMUG00000014387	ENSOANG00000009453	ENSPPYG00000016659	ENSPPAG00000011981	ENSPTRG00000018222	ENSRNOG00000025808
ENSMUSG00000023939	ENSBTAG00000011760	ENSGALG00000010285	ENSGGOG00000006098	ENSG00000180992	ENSMODG00000018945	ENSMMUG00000011452	ENSOANG00000012556	ENSPPYG00000016650	ENSPPAG00000036858	ENSPTRG00000018213	ENSRNOG00000019734
ENSMUSG00000023940	ENSBTAG00000000752	ENSGALG00000011281	ENSGGOG00000006380	ENSG00000129810	ENSMODG00000014812	ENSMMUG00000020341	ENSOANG00000004986	ENSPPYG00000014071	ENSPPAG00000034965	ENSPTRG00000014686	ENSRNOG00000022499
ENSMUSG00000023945	ENSBTAG00000004352	ENSGALG00000016804	ENSGGOG00000007818	ENSG00000115665	ENSMODG00000002650	ENSMMUG00000010166	ENSOANG00000009621	ENSPPYG00000012131	ENSPPAG00000028845	ENSPTRG00000012325	ENSRNOG00000010597
ENSMUSG00000023947	ENSBTAG00000013705	ENSGALG00000044525	ENSGGOG00000008901	ENSG00000146232	ENSMODG00000018929	ENSMMUG00000022689	ENSOANG00000013005	ENSPPYG00000016656	ENSPPAG00000028804	ENSPTRG00000018219	ENSRNOG00000019907
ENSMUSG00000023951	ENSBTAG00000047561	ENSGALG00000010290	ENSGGOG00000012714	ENSG00000112715	ENSMODG00000018950	ENSMMUG00000004577	ENSOANG00000003965	ENSPPYG00000016647	ENSPPAG00000027018	ENSPTRG00000043213	ENSRNOG00000019598
ENSMUSG00000023953	ENSBTAG00000006015	ENSGALG00000010317	ENSGGOG00000043699	ENSG00000170734	ENSMODG00000018961	ENSMMUG00000008903	ENSOANG00000002234	ENSPPYG00000017278	ENSPPAG00000038133	ENSPTRG00000018205	ENSRNOG00000019195
ENSMUSG00000023959	ENSBTAG00000010244	ENSGALG00000016707	ENSGGOG00000013209	ENSG00000112782	ENSMODG00000018910	ENSMMUG00000003511	ENSOANG00000008266	ENSPPYG00000016665	ENSPPAG00000025002	ENSPTRG00000018230	ENSRNOG00000047218
ENSMUSG00000023961	ENSBTAG00000003499	ENSGALG00000016708	ENSGGOG00000007462	ENSG00000001561	ENSMODG00000018909	ENSMMUG00000042260	ENSOANG00000008268	ENSPPYG00000016666	ENSPPAG00000032184	ENSPTRG00000018231	ENSRNOG00000010174
ENSMUSG00000023963	ENSBTAG00000003632	ENSGALG00000016710	ENSGGOG00000012108	ENSG00000146233	ENSMODG00000018894	ENSMMUG00000019246	ENSOANG00000008272	ENSPPYG00000016669	ENSPPAG00000037396	ENSPTRG00000018235	ENSRNOG00000010519
ENSMUSG00000023966	ENSBTAG00000009549	ENSGALG00000010299	ENSGGOG00000006299	ENSG00000172426	ENSMODG00000018954	ENSMMUG00000029639	ENSOANG00000001956	ENSPPYG00000017281	ENSPPAG00000040963	ENSPTRG00000052351	ENSRNOG00000019474
ENSMUSG00000023967	ENSBTAG00000025571	ENSGALG00000010296	ENSGGOG00000006303	ENSG00000096080	ENSMODG00000018952	ENSMMUG00000014749	ENSOANG00000001955	ENSPPYG00000017282	ENSPPAG00000036291	ENSPTRG00000018209	ENSRNOG00000019511
ENSMUSG00000023973	ENSBTAG00000015900	ENSGALG00000028471	ENSGGOG00000001373	ENSG00000137161	ENSMODG00000019022	ENSMMUG00000042706	ENSOANG00000008459	ENSPPYG00000016622	ENSPPAG00000036349	ENSPTRG00000018177	ENSRNOG00000016315
ENSMUSG00000023977	ENSBTAG00000005967	ENSGALG00000009906	ENSGGOG00000004079	ENSG00000024048	ENSMODG00000019037	ENSMMUG00000005675	ENSOANG00000008465	ENSPPYG00000016616	ENSPPAG00000028429	ENSPTRG00000018171	ENSRNOG00000015813
ENSMUSG00000023982	ENSBTAG00000012823	ENSGALG00000001431	ENSGGOG00000012797	ENSG00000048545	ENSMODG00000012758	ENSMMUG00000000872	ENSOANG00000002015	ENSPPYG00000016611	ENSPPAG00000038612	ENSPTRG00000018167	ENSRNOG00000015402
ENSMUSG00000023994	ENSBTAG00000009905	ENSGALG00000003247	ENSGGOG00000039997	ENSG00000001167	ENSMODG00000013084	ENSMMUG00000021173	ENSOANG00000011990	ENSPPYG00000016588	ENSPPAG00000041714	ENSPTRG00000018146	ENSRNOG00000012702
ENSMUSG00000023999	ENSBTAG00000027197	ENSGALG00000010057	ENSGGOG00000022695	ENSG00000164627	ENSMODG00000013129	ENSMMUG00000013651	ENSOANG00000013156	ENSPPYG00000016577	ENSPPAG00000038019	ENSPTRG00000018136	ENSRNOG00000011453
ENSMUSG00000024008	ENSBTAG00000007514	ENSGALG00000030676	ENSGGOG00000005763	ENSG00000124772	ENSMODG00000013517	ENSMMUG00000005854	ENSOANG00000010044	ENSPPYG00000016553	ENSPPAG00000007557	ENSPTRG00000018110	ENSRNOG00000000522
ENSMUSG00000024012	ENSBTAG00000003867	ENSGALG00000000186	ENSGGOG00000003908	ENSG00000137409	ENSMODG00000013479	ENSMMUG00000021976	ENSOANG00000006357	ENSPPYG00000016557	ENSPPAG00000030957	ENSPTRG00000018115	ENSRNOG00000000527
ENSMUSG00000024026	ENSBTAG00000012703	ENSGALG00000010127	ENSGGOG00000025685	ENSG00000124767	ENSMODG00000013237	ENSMMUG00000039698	ENSOANG00000021713	ENSPPYG00000016569	ENSPPAG00000036294	ENSPTRG00000018128	ENSRNOG00000000541
ENSMUSG00000024027	ENSBTAG00000018224	ENSGALG00000010078	ENSGGOG00000014531	ENSG00000112164	ENSMODG00000013178	ENSMMUG00000023387	ENSOANG00000013162	ENSPPYG00000016572	ENSPPAG00000032818	ENSPTRG00000018131	ENSRNOG00000001152
ENSMUSG00000024030	ENSBTAG00000021272	ENSGALG00000016164	ENSGGOG00000014667	ENSG00000160179	ENSMODG00000021016	ENSMMUG00000018058	ENSOANG00000006449	ENSPPYG00000011448	ENSPPAG00000027172	ENSPTRG00000013937	ENSRNOG00000001158
ENSMUSG00000024034	ENSBTAG00000021280	ENSGALG00000016169	ENSGGOG00000007461	ENSG00000160183	ENSMODG00000021020	ENSMMUG00000018079	ENSOANG00000006451	ENSPPYG00000011452	ENSPPAG00000030425	ENSPTRG00000013942	ENSRNOG00000001165
ENSMUSG00000024037	ENSBTAG00000021490	ENSGALG00000016187	ENSGGOG00000016652	ENSG00000160193	ENSMODG00000021024	ENSMMUG00000038918	ENSOANG00000006459	ENSPPYG00000011458	ENSPPAG00000038150	ENSPTRG00000013948	ENSRNOG00000001181
ENSMUSG00000024043	ENSBTAG00000019036	ENSGALG00000014758	ENSGGOG00000000529	ENSG00000088756	ENSMODG00000021455	ENSMMUG00000014506	ENSOANG00000000436	ENSPPYG00000009021	ENSPPAG00000027220	ENSPTRG00000009847	ENSRNOG00000017065
ENSMUSG00000024044	ENSBTAG00000019251	ENSGALG00000038678	ENSGGOG00000012450	ENSG00000082397	ENSMODG00000021459	ENSMMUG00000019418	ENSOANG00000003826	ENSPPYG00000009024	ENSPPAG00000031576	ENSPTRG00000009844	ENSRNOG00000016724
ENSMUSG00000024049	ENSBTAG00000019585	ENSGALG00000014847	ENSGGOG00000044057	ENSG00000101605	ENSMODG00000021465	ENSMMUG00000019892	ENSOANG00000008642	ENSPPYG00000009034	ENSPPAG00000037926	ENSPTRG00000009834	ENSRNOG00000057701
ENSMUSG00000024052	ENSBTAG00000012060	ENSGALG00000014836	ENSGGOG00000000330	ENSG00000101577	ENSMODG00000021466	ENSMMUG00000017548	ENSOANG00000008912	ENSPPYG00000009036	ENSPPAG00000036687	ENSPTRG00000009833	ENSRNOG00000014876
ENSMUSG00000024056	ENSBTAG00000021673	ENSGALG00000014801	ENSGGOG00000000939	ENSG00000080986	ENSMODG00000021471	ENSMMUG00000018952	ENSOANG00000010845	ENSPPYG00000009039	ENSPPAG00000041112	ENSPTRG00000009829	ENSRNOG00000013727
ENSMUSG00000024059	ENSBTAG00000007378	ENSGALG00000009024	ENSGGOG00000027625	ENSG00000115295	ENSMODG00000015535	ENSMMUG00000010259	ENSOANG00000014471	ENSPPYG00000012523	ENSPPAG00000040816	ENSPTRG00000011795	ENSRNOG00000008806
ENSMUSG00000024064	ENSBTAG00000021735	ENSGALG00000009078	ENSGGOG00000016561	ENSG00000158089	ENSMODG00000015514	ENSMMUG00000003474	ENSOANG00000008247	ENSPPYG00000012516	ENSPPAG00000037975	ENSPTRG00000050487	ENSRNOG00000007951
ENSMUSG00000024065	ENSBTAG00000001662	ENSGALG00000009086	ENSGGOG00000003031	ENSG00000013016	ENSMODG00000015505	ENSMMUG00000003476	ENSOANG00000008249	ENSPPYG00000012514	ENSPPAG00000035288	ENSPTRG00000011805	ENSRNOG00000007744
ENSMUSG00000024067	ENSBTAG00000009246	ENSGALG00000010621	ENSGGOG00000037149	ENSG00000162961	ENSMODG00000015481	ENSMMUG00000014481	ENSOANG00000003944	ENSPPYG00000012510	ENSPPAG00000040222	ENSPTRG00000011811	ENSRNOG00000027126
ENSMUSG00000024068	ENSBTAG00000021694	ENSGALG00000010620	ENSGGOG00000027369	ENSG00000021574	ENSMODG00000015479	ENSMMUG00000021691	ENSOANG00000003943	ENSPPYG00000012509	ENSPPAG00000036480	ENSPTRG00000011812	ENSRNOG00000027136
ENSMUSG00000024069	ENSBTAG00000010898	ENSGALG00000010618	ENSGGOG00000004370	ENSG00000152683	ENSMODG00000015474	ENSMMUG00000030876	ENSOANG00000003942	ENSPPYG00000012508	ENSPPAG00000038176	ENSPTRG00000011815	ENSRNOG00000005856
ENSMUSG00000024070	ENSBTAG00000001114	ENSGALG00000010612	ENSGGOG00000016914	ENSG00000115825	ENSMODG00000008318	ENSMMUG00000016438	ENSOANG00000003940	ENSPPYG00000012489	ENSPPAG00000030286	ENSPTRG00000011838	ENSRNOG00000005289
ENSMUSG00000024072	ENSBTAG00000033041	ENSGALG00000010547	ENSGGOG00000012172	ENSG00000119820	ENSMODG00000015468	ENSMMUG00000016094	ENSOANG00000004756	ENSPPYG00000012505	ENSPPAG00000032197	ENSPTRG00000011817	ENSRNOG00000005610
ENSMUSG00000024073	ENSBTAG00000027932	ENSGALG00000010541	ENSGGOG00000041396	ENSG00000115760	ENSMODG00000015462	ENSMMUG00000009367	ENSOANG00000031002	ENSPPYG00000012504	ENSPPAG00000036200	ENSPTRG00000011819	ENSRNOG00000027191
ENSMUSG00000024076	ENSBTAG00000024980	ENSGALG00000010583	ENSGGOG00000027162	ENSG00000205221	ENSMODG00000015382	ENSMMUG00000001278	ENSOANG00000009479	ENSPPYG00000012498	ENSPPAG00000035444	ENSPTRG00000030515	ENSRNOG00000004706
ENSMUSG00000024077	ENSBTAG00000018590	ENSGALG00000010580	ENSGGOG00000000258	ENSG00000115808	ENSMODG00000015376	ENSMMUG00000002521	ENSOANG00000009481	ENSPPYG00000012496	ENSPPAG00000033672	ENSPTRG00000011830	ENSRNOG00000004806
ENSMUSG00000024079	ENSBTAG00000008703	ENSGALG00000010560	ENSGGOG00000005556	ENSG00000055332	ENSMODG00000015286	ENSMMUG00000037522	ENSOANG00000003939	ENSPPYG00000012493	ENSPPAG00000034727	ENSPTRG00000011834	ENSRNOG00000048315
ENSMUSG00000024081	ENSBTAG00000039770	ENSGALG00000040335	ENSGGOG00000011349	ENSG00000115816	ENSMODG00000023074	ENSMMUG00000016433	ENSOANG00000005120	ENSPPYG00000012491	ENSPPAG00000043370	ENSPTRG00000011836	ENSRNOG00000005087
ENSMUSG00000024084	ENSBTAG00000013923	ENSGALG00000032440	ENSGGOG00000008616	ENSG00000115828	ENSMODG00000008337	ENSMMUG00000016442	ENSOANG00000003941	ENSPPYG00000012488	ENSPPAG00000032157	ENSPTRG00000011839	ENSRNOG00000005705
ENSMUSG00000024085	ENSBTAG00000025029	ENSGALG00000000255	ENSGGOG00000001547	ENSG00000112893	ENSMODG00000001310	ENSMMUG00000003316	ENSOANG00000011397	ENSPPYG00000015675	ENSPPAG00000037961	ENSPTRG00000017122	ENSRNOG00000015439
ENSMUSG00000024087	ENSBTAG00000010531	ENSGALG00000025822	ENSGGOG00000042692	ENSG00000138061	ENSMODG00000008486	ENSMMUG00000013945	ENSOANG00000004755	ENSPPYG00000012485	ENSPPAG00000043762	ENSPTRG00000011843	ENSRNOG00000040287
ENSMUSG00000024112	ENSBTAG00000026461	ENSGALG00000005215	ENSGGOG00000014033	ENSG00000196557	ENSMODG00000016933	ENSMMUG00000014213	ENSOANG00000029822	ENSPPYG00000006941	ENSPPAG00000034389	ENSPTRG00000007580	ENSRNOG00000033893
ENSMUSG00000024120	ENSBTAG00000016368	ENSGALG00000009967	ENSGGOG00000041704	ENSG00000138095	ENSMODG00000000648	ENSMMUG00000019841	ENSOANG00000014670	ENSPPYG00000029532	ENSPPAG00000040876	ENSPTRG00000011880	ENSRNOG00000005877
ENSMUSG00000024127	ENSBTAG00000017429	ENSGALG00000009981	ENSGGOG00000007235	ENSG00000138078	ENSMODG00000000735	ENSMMUG00000006311	ENSOANG00000019942	ENSPPYG00000012449	ENSPPAG00000040256	ENSPTRG00000011884	ENSRNOG00000007326
ENSMUSG00000024131	ENSBTAG00000017421	ENSGALG00000009973	ENSGGOG00000011896	ENSG00000138079	ENSMODG00000000705	ENSMMUG00000006310	ENSOANG00000029188	ENSPPYG00000012450	ENSPPAG00000031561	ENSPTRG00000011883	ENSRNOG00000007006
ENSMUSG00000024134	ENSBTAG00000004159	ENSGALG00000023303	ENSGGOG00000008605	ENSG00000170577	ENSMODG00000000761	ENSMMUG00000023752	ENSOANG00000005315	ENSPPYG00000012446	ENSPPAG00000040393	ENSPTRG00000011888	ENSRNOG00000058827
ENSMUSG00000024135	ENSBTAG00000007508	ENSGALG00000009990	ENSGGOG00000005910	ENSG00000068784	ENSMODG00000000822	ENSMMUG00000003490	ENSOANG00000011588	ENSPPYG00000012444	ENSPPAG00000038442	ENSPTRG00000011889	ENSRNOG00000014720
ENSMUSG00000024137	ENSBTAG00000009961	ENSGALG00000005900	ENSGGOG00000014241	ENSG00000167967	ENSMODG00000015912	ENSMMUG00000019235	ENSOANG00000007784	ENSPPYG00000006994	ENSPPAG00000030980	ENSPTRG00000007641	ENSRNOG00000009224
ENSMUSG00000024140	ENSBTAG00000003711	ENSGALG00000010005	ENSGGOG00000042765	ENSG00000116016	ENSMODG00000000953	ENSMMUG00000023326	ENSOANG00000015360	ENSPPYG00000012442	ENSPPAG00000036429	ENSPTRG00000011891	ENSRNOG00000021318
ENSMUSG00000024142	ENSBTAG00000009928	ENSGALG00000005878	ENSGGOG00000014221	ENSG00000167965	ENSMODG00000015924	ENSMMUG00000019232	ENSOANG00000002189	ENSPPYG00000006991	ENSPPAG00000033345	ENSPTRG00000007637	ENSRNOG00000009667
ENSMUSG00000024146	ENSBTAG00000015723	ENSGALG00000010014	ENSGGOG00000015059	ENSG00000119878	ENSMODG00000000973	ENSMMUG00000005388	ENSOANG00000002821	ENSPPYG00000012437	ENSPPAG00000027464	ENSPTRG00000011896	ENSRNOG00000015215
ENSMUSG00000024155	ENSBTAG00000020001	ENSGALG00000005411	ENSGGOG00000012261	ENSG00000162039	ENSMODG00000016106	ENSMMUG00000000739	ENSOANG00000002921	ENSPPYG00000006968	ENSPPAG00000032337	ENSPTRG00000007612	ENSRNOG00000014711
ENSMUSG00000024160	ENSBTAG00000016558	ENSGALG00000002285	ENSGGOG00000006245	ENSG00000162032	ENSMODG00000016123	ENSMMUG00000018596	ENSOANG00000015654	ENSPPYG00000006963	ENSPPAG00000023101	ENSPTRG00000007608	ENSRNOG00000015300
ENSMUSG00000024163	ENSBTAG00000002211	ENSGALG00000029514	ENSGGOG00000006208	ENSG00000138834	ENSMODG00000016149	ENSMMUG00000017496	ENSOANG00000011871	ENSPPYG00000006960	ENSPPAG00000034790	ENSPTRG00000007603	ENSRNOG00000033568
ENSMUSG00000024164	ENSBTAG00000017280	ENSGALG00000030038	ENSGGOG00000013159	ENSG00000125730	ENSMODG00000002143	ENSMMUG00000008693	ENSOANG00000006107	ENSPPYG00000009461	ENSPPAG00000035996	ENSPTRG00000010373	ENSRNOG00000046834
ENSMUSG00000024168	ENSBTAG00000007246	ENSGALG00000029047	ENSGGOG00000005903	ENSG00000131634	ENSMODG00000016163	ENSMMUG00000040937	ENSOANG00000013655	ENSPPYG00000006957	ENSPPAG00000033773	ENSPTRG00000031314	ENSRNOG00000016494
ENSMUSG00000024169	ENSBTAG00000007245	ENSGALG00000009318	ENSGGOG00000005889	ENSG00000187535	ENSMODG00000016160	ENSMMUG00000000044	ENSOANG00000013654	ENSPPYG00000006956	ENSPPAG00000041233	ENSPTRG00000007600	ENSRNOG00000016545
ENSMUSG00000024176	ENSBTAG00000020737	ENSGALG00000005263	ENSGGOG00000006906	ENSG00000005513	ENSMODG00000016905	ENSMMUG00000029283	ENSOANG00000003894	ENSPPYG00000006937	ENSPPAG00000029154	ENSPTRG00000007570	ENSRNOG00000018841
ENSMUSG00000024180	ENSBTAG00000016588	ENSGALG00000026188	ENSGGOG00000003962	ENSG00000129925	ENSMODG00000016669	ENSMMUG00000000610	ENSOANG00000013523	ENSPPYG00000006907	ENSPPAG00000039423	ENSPTRG00000007540	ENSRNOG00000020374
ENSMUSG00000024181	ENSBTAG00000016581	ENSGALG00000007473	ENSGGOG00000006668	ENSG00000086504	ENSMODG00000016666	ENSMMUG00000000609	ENSOANG00000014165	ENSPPYG00000006906	ENSPPAG00000034473	ENSPTRG00000047553	ENSRNOG00000042720
ENSMUSG00000024188	ENSBTAG00000016568	ENSGALG00000037983	ENSGGOG00000016488	ENSG00000007392	ENSMODG00000016644	ENSMMUG00000000596	ENSOANG00000008741	ENSPPYG00000006901	ENSPPAG00000041773	ENSPTRG00000007533	ENSRNOG00000020488
ENSMUSG00000024197	ENSBTAG00000011805	ENSGALG00000002083	ENSGGOG00000015057	ENSG00000105355	ENSMODG00000001081	ENSMMUG00000014816	ENSOANG00000015248	ENSPPYG00000009419	ENSPPAG00000031001	ENSPTRG00000010324	ENSRNOG00000048834
ENSMUSG00000024201	ENSBTAG00000015487	ENSGALG00000034592	ENSGGOG00000009769	ENSG00000127663	ENSMODG00000001130	ENSMMUG00000012677	ENSOANG00000012762	ENSPPYG00000009423	ENSPPAG00000036177	ENSPTRG00000010327	ENSRNOG00000049221
ENSMUSG00000024206	ENSBTAG00000017661	ENSGALG00000001773	ENSGGOG00000009633	ENSG00000087903	ENSMODG00000001398	ENSMMUG00000011967	ENSOANG00000003796	ENSPPYG00000009445	ENSPPAG00000041867	ENSPTRG00000010352	ENSRNOG00000045846
ENSMUSG00000024207	ENSBTAG00000009105	ENSGALG00000001749	ENSGGOG00000026850	ENSG00000130377	ENSMODG00000001431	ENSMMUG00000018937	ENSOANG00000006236	ENSPPYG00000009446	ENSPPAG00000031354	ENSPTRG00000010354	ENSRNOG00000045947
ENSMUSG00000024210	ENSBTAG00000033603	ENSGALG00000026536	ENSGGOG00000016288	ENSG00000161896	ENSMODG00000013993	ENSMMUG00000045656	ENSOANG00000011263	ENSPPYG00000016509	ENSPPAG00000032091	ENSPTRG00000018056	ENSRNOG00000025883
ENSMUSG00000024212	ENSBTAG00000002277	ENSGALG00000001596	ENSGGOG00000010872	ENSG00000130382	ENSMODG00000001886	ENSMMUG00000005697	ENSOANG00000013255	ENSPPYG00000009447	ENSPPAG00000042286	ENSPTRG00000010356	ENSRNOG00000048736
ENSMUSG00000024213	ENSBTAG00000019684	ENSGALG00000002830	ENSGGOG00000039407	ENSG00000272325	ENSMODG00000013933	ENSMMUG00000019532	ENSOANG00000000127	ENSPPYG00000016515	ENSPPAG00000031106	ENSPTRG00000018062	ENSRNOG00000061176
ENSMUSG00000024215	ENSBTAG00000021993	ENSGALG00000002792	ENSGGOG00000000383	ENSG00000124664	ENSMODG00000013916	ENSMMUG00000022824	ENSOANG00000008044	ENSPPYG00000016518	ENSPPAG00000042558	ENSPTRG00000018065	ENSRNOG00000000491
ENSMUSG00000024222	ENSBTAG00000047502	ENSGALG00000042148	ENSGGOG00000005367	ENSG00000096060	ENSMODG00000013757	ENSMMUG00000011520	ENSOANG00000014270	ENSPPYG00000016532	ENSPPAG00000040163	ENSPTRG00000018088	ENSRNOG00000022523
ENSMUSG00000024228	ENSBTAG00000027728	ENSGALG00000015268	ENSGGOG00000023955	ENSG00000112874	ENSMODG00000019328	ENSMMUG00000017250	ENSOANG00000005459	ENSPPYG00000015669	ENSPPAG00000036756	ENSPTRG00000017114	ENSRNOG00000022576
ENSMUSG00000024232	ENSBTAG00000003045	ENSGALG00000040993	ENSGGOG00000004600	ENSG00000095739	ENSMODG00000008021	ENSMMUG00000000567	ENSOANG00000006042	ENSPPYG00000002178	ENSPPAG00000004681	ENSPTRG00000002389	ENSRNOG00000016066
ENSMUSG00000024234	ENSBTAG00000004387	ENSGALG00000007351	ENSGGOG00000009335	ENSG00000107951	ENSMODG00000007924	ENSMMUG00000003001	ENSOANG00000006046	ENSPPYG00000002184	ENSPPAG00000038626	ENSPTRG00000033794	ENSRNOG00000016578
ENSMUSG00000024235	ENSBTAG00000011600	ENSGALG00000007356	ENSGGOG00000005573	ENSG00000107968	ENSMODG00000007954	ENSMMUG00000004930	ENSOANG00000006044	ENSPPYG00000002811	ENSPPAG00000036603	ENSPTRG00000002400	ENSRNOG00000016378
ENSMUSG00000024238	ENSBTAG00000020053	ENSGALG00000007260	ENSGGOG00000010090	ENSG00000148516	ENSMODG00000007847	ENSMMUG00000015453	ENSOANG00000006051	ENSPPYG00000002189	ENSPPAG00000035575	ENSPTRG00000002404	ENSRNOG00000017863
ENSMUSG00000024240	ENSBTAG00000001552	ENSGALG00000007169	ENSGGOG00000008088	ENSG00000120616	ENSMODG00000007604	ENSMMUG00000012451	ENSOANG00000006058	ENSPPYG00000002193	ENSPPAG00000032605	ENSPTRG00000002410	ENSRNOG00000014834
