ensembl_gene_id	pabelii_homolog_ensembl_gene	pabelii_homolog_associated_gene_name	pabelii_homolog_ensembl_peptide	pabelii_homolog_chromosome	pabelii_homolog_chrom_start	pabelii_homolog_chrom_end	pabelii_homolog_canonical_transcript_protein	pabelii_homolog_subtype	pabelii_homolog_orthology_type	pabelii_homolog_perc_id	pabelii_homolog_perc_id_r1	pabelii_homolog_goc_score	pabelii_homolog_wga_coverage	pabelii_homolog_dn	pabelii_homolog_ds	pabelii_homolog_orthology_confidence
ENSMUSG00000095641	ENSPPYG00000025451	RF00108	ENSPPYT00000028930	15	21259131	21259225	ENSMUST00000177836	Eutheria	ortholog_many2many	87.234	86.3158	NA	NA	NA	NA	0
ENSMUSG00000095641	ENSPPYG00000024736	RF00108	ENSPPYT00000028215	15	21256341	21256436	ENSMUST00000177836	Eutheria	ortholog_many2many	89.3617	87.5	NA	NA	NA	NA	0
ENSMUSG00000095641	ENSPPYG00000025117	RF00108	ENSPPYT00000028596	15	21263342	21263436	ENSMUST00000177836	Eutheria	ortholog_many2many	87.234	86.3158	NA	NA	NA	NA	0
ENSMUSG00000095641	ENSPPYG00000023733	RF00108	ENSPPYT00000027212	15	21253652	21253746	ENSMUST00000177836	Eutheria	ortholog_many2many	87.234	86.3158	NA	NA	NA	NA	0
ENSMUSG00000024683	ENSPPYG00000003227	MRPL16	ENSPPYP00000003717	11	16723689	16728532	ENSMUSP00000128915	Euarchontoglires	ortholog_one2one	83.2669	83.2669	100	100	0.0933	0.3799	1
ENSMUSG00000094308	ENSPPYG00000022675	RF00105	ENSPPYT00000026154	15	21452839	21452920	ENSMUST00000178053	Eutheria	ortholog_many2many	88.6076	85.3659	NA	NA	NA	NA	0
ENSMUSG00000094308	ENSPPYG00000024817	RF00105	ENSPPYT00000028296	15	21436088	21436169	ENSMUST00000178053	Eutheria	ortholog_many2many	86.076	82.9268	NA	NA	NA	NA	0
ENSMUSG00000094308	ENSPPYG00000023883	RF00105	ENSPPYT00000027362	15	21426070	21426150	ENSMUST00000178053	Eutheria	ortholog_many2many	82.2785	80.2469	NA	NA	NA	NA	0
ENSMUSG00000094308	ENSPPYG00000029147	RF00105	ENSPPYT00000032626	15	21463542	21463606	ENSMUST00000178053	Eutheria	ortholog_many2many	37.9747	46.1538	NA	NA	NA	NA	0
ENSMUSG00000094308	ENSPPYG00000022917	RF00105	ENSPPYT00000026396	15	21450937	21451018	ENSMUST00000178053	Eutheria	ortholog_many2many	87.3418	84.1463	NA	NA	NA	NA	0
ENSMUSG00000094308	ENSPPYG00000024924	RF00105	ENSPPYT00000028403	15	21380006	21380087	ENSMUST00000178053	Eutheria	ortholog_many2many	87.3418	84.1463	NA	NA	NA	NA	0
ENSMUSG00000094308	ENSPPYG00000025208	RF00105	ENSPPYT00000028687	15	21398397	21398478	ENSMUST00000178053	Eutheria	ortholog_many2many	88.6076	85.3659	NA	NA	NA	NA	0
ENSMUSG00000094308	ENSPPYG00000022501	RF00105	ENSPPYT00000025980	15	21394722	21394802	ENSMUST00000178053	Eutheria	ortholog_many2many	87.3418	85.1852	NA	NA	NA	NA	0
ENSMUSG00000088536	ENSPPYG00000023724	RF00554	ENSPPYT00000027203	4_random	21588173	21588306	ENSMUST00000157911	Theria	ortholog_many2many	62.9371	67.1642	NA	NA	NA	NA	0
ENSMUSG00000088536	ENSPPYG00000025770	RF00554	ENSPPYT00000029249	15	22261469	22261603	ENSMUST00000157911	Theria	ortholog_many2many	54.5455	57.7778	NA	NA	NA	NA	0
ENSMUSG00000088536	ENSPPYG00000025489	RF00554	ENSPPYT00000028968	15_random	4291240	4291374	ENSMUST00000157911	Theria	ortholog_many2many	53.8462	57.037	NA	NA	NA	NA	0
ENSMUSG00000088536	ENSPPYG00000023063	RF00554	ENSPPYT00000026542	17	7587157	7587291	ENSMUST00000157911	Theria	ortholog_many2many	64.3357	68.1481	NA	NA	NA	NA	0
ENSMUSG00000088536	ENSPPYG00000024319	RF00554	ENSPPYT00000027798	16	11620293	11620412	ENSMUST00000157911	Theria	ortholog_many2many	59.4406	70.8333	NA	NA	NA	NA	0
ENSMUSG00000088536	ENSPPYG00000022451	RF00554	ENSPPYT00000025930	18	24915324	24915457	ENSMUST00000157911	Theria	ortholog_many2many	58.042	61.9403	NA	NA	NA	NA	0
ENSMUSG00000088536	ENSPPYG00000023802	RF00554	ENSPPYT00000027281	X	3184347	3184481	ENSMUST00000157911	Theria	ortholog_many2many	60.8392	64.4444	NA	NA	NA	NA	0
ENSMUSG00000088536	ENSPPYG00000024906	RF00554	ENSPPYT00000028385	12	56654451	56654584	ENSMUST00000157911	Theria	ortholog_many2many	60.1399	64.1791	NA	NA	NA	NA	0
ENSMUSG00000088536	ENSPPYG00000023985	RF00554	ENSPPYT00000027464	2b	37698866	37699000	ENSMUST00000157911	Theria	ortholog_many2many	56.6434	60	NA	NA	NA	NA	0
ENSMUSG00000088536	ENSPPYG00000024721	RF00554	ENSPPYT00000028200	4	1069258	1069391	ENSMUST00000157911	Theria	ortholog_many2many	62.2378	66.4179	NA	NA	NA	NA	0
ENSMUSG00000088536	ENSPPYG00000024520	RF00554	ENSPPYT00000027999	16	55578354	55578488	ENSMUST00000157911	Theria	ortholog_many2many	57.3427	60.7407	NA	NA	NA	NA	0
ENSMUSG00000088536	ENSPPYG00000029176	RF00554	ENSPPYT00000032655	6_cox_hap1_random	156008	156167	ENSMUST00000157911	Theria	ortholog_many2many	46.1538	41.25	NA	NA	NA	NA	0
ENSMUSG00000088536	ENSPPYG00000024587	RF00554	ENSPPYT00000028066	2b	119067760	119067893	ENSMUST00000157911	Theria	ortholog_many2many	58.7413	62.6866	NA	NA	NA	NA	0
ENSMUSG00000088536	ENSPPYG00000028933	RF00554	ENSPPYT00000032412	15	61389082	61389220	ENSMUST00000157911	Theria	ortholog_many2many	57.3427	58.9928	NA	NA	NA	NA	0
ENSMUSG00000088536	ENSPPYG00000028961	RF00554	ENSPPYT00000032440	6_cox_hap1	220516	220676	ENSMUST00000157911	Theria	ortholog_many2many	46.8531	41.6149	NA	NA	NA	NA	0
ENSMUSG00000088536	ENSPPYG00000027388	RF00554	ENSPPYT00000030867	7	11326749	11326837	ENSMUST00000157911	Theria	ortholog_many2many	39.8601	64.0449	NA	NA	NA	NA	0
ENSMUSG00000088536	ENSPPYG00000027567	RF00554	ENSPPYT00000031046	7_random	4498076	4498164	ENSMUST00000157911	Theria	ortholog_many2many	39.8601	64.0449	NA	NA	NA	NA	0
ENSMUSG00000088349	ENSPPYG00000029262	RF00026	ENSPPYT00000032741	2b_random	9880829	9880924	ENSMUST00000157724	Theria	ortholog_one2many	59.596	61.4583	NA	NA	NA	NA	0
ENSMUSG00000088349	ENSPPYG00000028437	RF00026	ENSPPYT00000031916	2b_random	8275489	8275584	ENSMUST00000157724	Theria	ortholog_one2many	59.596	61.4583	NA	NA	NA	NA	0
ENSMUSG00000087812	ENSPPYG00000021190	RF00003	ENSPPYT00000024669	4	42862017	42862179	ENSMUST00000157187	Eutheria	ortholog_one2one	59.2857	50.9202	NA	NA	NA	NA	0
ENSMUSG00000024486	ENSPPYG00000015852	HBEGF	ENSPPYP00000017724	5	141827513	141841353	ENSMUSP00000025363	Euarchontoglires	ortholog_one2one	81.25	81.25	100	100	0.1062	0.5967	1
ENSMUSG00000024273	ENSPPYG00000009110	C18orf21	ENSPPYP00000010231	18	48089006	48099576	ENSMUSP00000095251	Euarchontoglires	ortholog_one2one	73.2719	72.9358	100	100	0.1599	0.5732	1
ENSMUSG00000087766	ENSPPYG00000023049	RF00026	ENSPPYT00000026528	8	55616598	55616703	ENSMUST00000157141	Theria	ortholog_one2one	66.9811	66.9811	NA	NA	NA	NA	0
ENSMUSG00000084466	ENSPPYG00000026889	RF00026	ENSPPYT00000030368	10	12578609	12578707	ENSMUST00000122517	Eutheria	ortholog_one2many	66.3462	69.697	NA	NA	NA	NA	0
ENSMUSG00000084466	ENSPPYG00000028774	RF00026	ENSPPYT00000032253	11	12294321	12294417	ENSMUST00000122517	Eutheria	ortholog_one2many	51.9231	55.6701	NA	NA	NA	NA	0
ENSMUSG00000084466	ENSPPYG00000027116	RF00026	ENSPPYT00000030595	7	39615678	39615783	ENSMUST00000122517	Eutheria	ortholog_one2many	62.5	61.3208	NA	NA	NA	NA	0
ENSMUSG00000024349	ENSPPYG00000015843	TMEM173	ENSPPYP00000017715	5	141032332	141039796	ENSMUSP00000111393	Euarchontoglires	ortholog_one2one	68.5185	68.3377	75	0	0.2122	0.6366	1
ENSMUSG00000088226	ENSPPYG00000028426	RF00100	ENSPPYT00000031905	17	37505962	37506256	ENSMUST00000157601	Eutheria	ortholog_one2many	47.1519	50.5085	NA	NA	NA	NA	0
ENSMUSG00000089228	ENSPPYG00000024216	RF00026	ENSPPYT00000027695	5	11650128	11650235	ENSMUST00000158603	Eutheria	ortholog_one2many	74.0385	71.2963	NA	NA	NA	NA	0
ENSMUSG00000088249	ENSPPYG00000027893	RF00001	ENSPPYT00000031372	10	32304277	32304407	ENSMUST00000157624	Theria	ortholog_one2many	62.2449	46.5649	NA	NA	NA	NA	0
ENSMUSG00000088249	ENSPPYG00000027114	RF00001	ENSPPYT00000030593	13	80857677	80857797	ENSMUST00000157624	Theria	ortholog_one2many	70.4082	57.0248	NA	NA	NA	NA	0
ENSMUSG00000094976	ENSPPYG00000027340	RF00026	ENSPPYT00000030819	19	60610842	60610940	ENSMUST00000083907	Eutheria	ortholog_many2many	66.3636	73.7374	NA	NA	NA	NA	0
ENSMUSG00000094976	ENSPPYG00000024236	RF00026	ENSPPYT00000027715	17_random	11951397	11951503	ENSMUST00000083907	Eutheria	ortholog_many2many	80	82.243	NA	NA	NA	NA	0
ENSMUSG00000042401	ENSPPYG00000002543	CRTAC1	ENSPPYP00000002952	10	96844593	97012295	ENSMUSP00000044858	Eutheria	ortholog_one2one	81.4241	85.8075	100	100	0.0629	0.6945	1
ENSMUSG00000077454	ENSPPYG00000025587	RF00026	ENSPPYT00000029066	5	32721832	32721936	ENSMUST00000104266	Eutheria	ortholog_one2one	78.6408	77.1429	NA	NA	NA	NA	0
ENSMUSG00000058152	ENSPPYG00000015746		ENSPPYP00000017607	5	131619479	131621050	ENSMUSP00000079546	Euarchontoglires	ortholog_one2one	54.0724	91.2214	50	80.67	0.0455	0.5276	1
ENSMUSG00000026187	ENSPPYG00000013152	XRCC5	ENSPPYP00000014697	2b	107881561	107978763	ENSMUSP00000027379	Euarchontoglires	ortholog_one2one	78.5519	78.5519	100	89.11	0.128	0.4042	1
ENSMUSG00000001383	ENSPPYG00000015866	ZMAT2	ENSPPYP00000017746	5	142193181	142199751	ENSMUSP00000001419	Eutheria	ortholog_one2one	100	100	100	0	0	0	1
ENSMUSG00000088152	ENSPPYG00000026644	RF00004	ENSPPYT00000030123	4	53881893	53882090	ENSMUST00000157527	Amniota	ortholog_one2one	56.9767	49.4949	NA	NA	NA	NA	0
ENSMUSG00000064775	ENSPPYG00000024115	RF00026	ENSPPYT00000027594	18	56204001	56204107	ENSMUST00000082841	Eutheria	ortholog_one2one	74.7573	71.9626	NA	NA	NA	NA	0
ENSMUSG00000035420	ENSPPYG00000015711	FAM170A	ENSPPYP00000017572	5	120857225	120862679	ENSMUSP00000035910	Euarchontoglires	ortholog_one2one	70.2703	70.9091	75	99.95	0.159	0.4179	1
ENSMUSG00000034321	ENSPPYG00000002531	EXOSC1	ENSPPYP00000002937	10	96418164	96427926	ENSMUSP00000074756	Euarchontoglires	ortholog_one2one	95.3846	95.3846	100	100	0.0221	0.4374	1
ENSMUSG00000077406	ENSPPYG00000021669	RF00003	ENSPPYT00000025148	6	148509278	148509440	ENSMUST00000104218	Eutheria	ortholog_one2one	60.9756	61.3497	NA	NA	NA	NA	0
ENSMUSG00000050824	ENSPPYG00000006939	SSTR5	ENSPPYP00000007857	16	1072712	1087307	ENSMUSP00000051085	Euarchontoglires	ortholog_one2one	79.558	76.1905	100	100	0.111	2.103	1
ENSMUSG00000091896	ENSPPYG00000015844	UBE2D2	ENSPPYP00000017716	5	141121723	141192782	ENSMUSP00000132446	Theria	ortholog_one2one	100	100	100	0	0	0	1
ENSMUSG00000094026	ENSPPYG00000028077	RF00026	ENSPPYT00000031556	16	30148262	30148365	ENSMUST00000179221	Eutheria	ortholog_many2many	68.2243	70.1923	NA	NA	NA	NA	0
ENSMUSG00000094026	ENSPPYG00000027930	RF00026	ENSPPYT00000031409	10	41388549	41388652	ENSMUST00000179221	Eutheria	ortholog_many2many	67.2897	69.2308	NA	NA	NA	NA	0
ENSMUSG00000094026	ENSPPYG00000023330	RF00026	ENSPPYT00000026809	2a	79813702	79813808	ENSMUST00000179221	Eutheria	ortholog_many2many	89.7196	89.7196	NA	NA	NA	NA	0
ENSMUSG00000089389	ENSPPYG00000027438	RF00601	ENSPPYT00000030917	1	79309782	79309890	ENSMUST00000158764	Eutheria	ortholog_many2many	54.7445	68.8073	NA	NA	NA	NA	0
ENSMUSG00000089389	ENSPPYG00000028147	RF00601	ENSPPYT00000031626	1	45480712	45480827	ENSMUST00000158764	Eutheria	ortholog_many2many	53.2847	62.931	NA	NA	NA	NA	0
ENSMUSG00000024622	ENSPPYG00000015941	HMGXB3	ENSPPYP00000017837	5	151946304	151998398	ENSMUSP00000089498	Euarchontoglires	ortholog_one2one	89.1547	77.5312	100	99.2	0.0581	0.4033	1
ENSMUSG00000096785	ENSPPYG00000021735	RF00001	ENSPPYT00000025214	6	4491772	4491890	ENSMUST00000178128	Eutheria	ortholog_one2many	97.479	97.479	NA	NA	NA	NA	0
ENSMUSG00000055095	ENSPPYG00000015923	SPINK6	ENSPPYP00000017813	5	149935580	149951001	ENSMUSP00000069247	Euarchontoglires	ortholog_one2one	59.0476	77.5	50	100	0.1321	0.3439	1
ENSMUSG00000024824	ENSPPYG00000002996	RAD9A	ENSPPYP00000003473	11	8507947	8514356	ENSMUSP00000025740	Euarchontoglires	ortholog_one2one	77.635	78.4416	100	100	0.1348	0.5906	1
ENSMUSG00000047259	ENSPPYG00000009198	MC4R	ENSPPYP00000010328	18	73077659	73078657	ENSMUSP00000054776	Eutheria	ortholog_one2one	94.2771	94.2771	50	28.09	0.0262	0.556	0
ENSMUSG00000094550	ENSPPYG00000022675	RF00105	ENSPPYT00000026154	15	21452839	21452920	ENSMUST00000180153	Eutheria	ortholog_many2many	88.6076	85.3659	NA	NA	NA	NA	0
ENSMUSG00000094550	ENSPPYG00000024817	RF00105	ENSPPYT00000028296	15	21436088	21436169	ENSMUST00000180153	Eutheria	ortholog_many2many	86.076	82.9268	NA	NA	NA	NA	0
ENSMUSG00000094550	ENSPPYG00000023883	RF00105	ENSPPYT00000027362	15	21426070	21426150	ENSMUST00000180153	Eutheria	ortholog_many2many	82.2785	80.2469	NA	NA	NA	NA	0
ENSMUSG00000094550	ENSPPYG00000029147	RF00105	ENSPPYT00000032626	15	21463542	21463606	ENSMUST00000180153	Eutheria	ortholog_many2many	37.9747	46.1538	NA	NA	NA	NA	0
ENSMUSG00000094550	ENSPPYG00000022917	RF00105	ENSPPYT00000026396	15	21450937	21451018	ENSMUST00000180153	Eutheria	ortholog_many2many	89.8734	86.5854	NA	NA	NA	NA	0
ENSMUSG00000094550	ENSPPYG00000024924	RF00105	ENSPPYT00000028403	15	21380006	21380087	ENSMUST00000180153	Eutheria	ortholog_many2many	87.3418	84.1463	NA	NA	NA	NA	0
ENSMUSG00000094550	ENSPPYG00000025208	RF00105	ENSPPYT00000028687	15	21398397	21398478	ENSMUST00000180153	Eutheria	ortholog_many2many	88.6076	85.3659	NA	NA	NA	NA	0
ENSMUSG00000094550	ENSPPYG00000022501	RF00105	ENSPPYT00000025980	15	21394722	21394802	ENSMUST00000180153	Eutheria	ortholog_many2many	87.3418	85.1852	NA	NA	NA	NA	0
ENSMUSG00000024260	ENSPPYG00000012756	SAP130	ENSPPYP00000014232	2b	6041847	6123052	ENSMUSP00000025109	Euarchontoglires	ortholog_one2one	84.375	95.2941	50	98.39	0.024	0.4071	1
ENSMUSG00000024155	ENSPPYG00000006968	MEIOB	ENSPPYP00000007889	16	1887555	1920559	ENSMUSP00000024972	Euarchontoglires	ortholog_one2one	78.9362	84.127	75	99.79	0.0896	0.4026	1
ENSMUSG00000094296	ENSPPYG00000002937	PHLDA2	ENSPPYP00000003410	11	4168320	4168787	ENSMUSP00000136962	Euarchontoglires	ortholog_one2one	12.6437	7.09677	0	NA	0.9693	9.5049	0
ENSMUSG00000065808	ENSPPYG00000026139	RF00100	ENSPPYT00000029618	11	108413861	108414128	ENSMUST00000083874	Amniota	ortholog_one2many	58.0247	70.1493	NA	NA	NA	NA	0
ENSMUSG00000065808	ENSPPYG00000025159	RF00100	ENSPPYT00000028638	1	174342541	174342865	ENSMUST00000083874	Amniota	ortholog_one2many	67.5926	67.3846	NA	NA	NA	NA	0
ENSMUSG00000065808	ENSPPYG00000024718	RF00100	ENSPPYT00000028197	7	108741127	108741455	ENSMUST00000083874	Amniota	ortholog_one2many	81.1728	79.9392	NA	NA	NA	NA	0
ENSMUSG00000065808	ENSPPYG00000025426	RF00100	ENSPPYT00000028905	11	60589078	60589393	ENSMUST00000083874	Amniota	ortholog_one2many	67.284	68.9873	NA	NA	NA	NA	0
ENSMUSG00000024287	ENSPPYG00000009049		ENSPPYP00000010159	18	32470220	32521830	ENSMUSP00000025137	Boreoeutheria	ortholog_one2one	71.6895	95.5375	100	99.44	0.0195	0.4454	1
ENSMUSG00000036299	ENSPPYG00000009150	C18orf32	ENSPPYP00000010280	18	61867026	61880214	ENSMUSP00000040450	Euarchontoglires	ortholog_one2one	84.7222	80.2632	100	40.52	0.1013	0.5882	1
ENSMUSG00000064833	ENSPPYG00000021095	RF00003	ENSPPYT00000024574	3	29903065	29903230	ENSMUST00000082899	Eutheria	ortholog_one2one	70.625	68.0723	NA	NA	NA	NA	0
ENSMUSG00000045744	ENSPPYG00000006992	BRICD5	ENSPPYP00000007914	16	2285952	2287420	ENSMUSP00000059792	Euarchontoglires	ortholog_one2one	73.5632	56.3877	75	0	0.1873	0.7591	1
ENSMUSG00000040852	ENSPPYG00000012455	PLEKHH2	ENSPPYP00000013913	2a	67676958	67808143	ENSMUSP00000039628	Euarchontoglires	ortholog_one2one	85.9826	85.8674	100	100	0.0763	0.6734	1
ENSMUSG00000024487	ENSPPYG00000015902	YIPF5	ENSPPYP00000017789	5	145758781	145772012	ENSMUSP00000025364	Euarchontoglires	ortholog_one2one	92.607	92.607	100	100	0.0378	0.4189	1
ENSMUSG00000041199	ENSPPYG00000006933		ENSPPYP00000007851	16	809852	810280	ENSMUSP00000043825	Euarchontoglires	ortholog_one2one	34.6405	74.1259	100	0	0.1524	1.3638	0
ENSMUSG00000047466	ENSPPYG00000009132	C18orf25	ENSPPYP00000010261	18	58660190	58757539	ENSMUSP00000074225	Euarchontoglires	ortholog_one2one	82.2055	95.6268	100	9.02	0.0206	0.3348	1
ENSMUSG00000024529	ENSPPYG00000015715	LOX	ENSPPYP00000023654	5	123379498	123396964	ENSMUSP00000129247	Euarchontoglires	ortholog_one2one	87.5912	86.3309	100	100	0.064	0.7402	1
ENSMUSG00000024140	ENSPPYG00000012442	EPAS1	ENSPPYP00000013892	2a	64991702	65081433	ENSMUSP00000024954	Euarchontoglires	ortholog_one2one	87.5286	88.0322	100	95.08	0.0605	0.6899	1
ENSMUSG00000025220	ENSPPYG00000002590	OGA	ENSPPYP00000003011	10	100811439	100845581	ENSMUSP00000026243	Boreoeutheria	ortholog_one2one	97.1616	97.1616	100	100	0.0146	0.4184	1
ENSMUSG00000053226	ENSPPYG00000009619	DAND5	ENSPPYP00000010783	19	13193814	13197639	ENSMUSP00000070057	Euarchontoglires	ortholog_one2one	57.2973	56.0847	75	100	0.3083	0.7812	1
ENSMUSG00000076379	ENSPPYG00000021898	MIR190A	ENSPPYT00000025377	15	59808517	59808601	ENSMUST00000102424	Eutheria	ortholog_one2one	98.5075	77.6471	NA	NA	NA	NA	0
ENSMUSG00000024503	ENSPPYG00000015918	SPINK1	ENSPPYP00000017808	5	149568782	149577337	ENSMUSP00000025381	Eutheria	ortholog_one2one	68.75	69.6203	75	0	0.2275	0.6945	1
ENSMUSG00000071042	ENSPPYG00000012501	RASGRP3	ENSPPYP00000013962	2a	78422118	78470334	ENSMUSP00000129393	Euarchontoglires	ortholog_one2one	93.4877	93.8953	100	100	0.0295	0.4583	1
ENSMUSG00000094018	ENSPPYG00000000807	S100A2	ENSPPYP00000000944	1	97956690	97959115	ENSMUSP00000136224	Eutheria	ortholog_one2one	43.2692	45.9184	100	NA	0.3126	1.1148	0
ENSMUSG00000096596	ENSPPYG00000019112	CCL21	ENSPPYP00000021417	9	26909610	26910531	ENSMUSP00000136903	Euarchontoglires	ortholog_one2many	67.6692	68.1818	50	0.25	0.1993	0.7385	0
ENSMUSG00000024087	ENSPPYG00000012485	CYP1B1	ENSPPYP00000013944	2a	73681739	73691546	ENSMUSP00000024894	Euarchontoglires	ortholog_one2one	82.1363	82.1363	100	6.97	0.0976	0.8596	1
ENSMUSG00000025209	ENSPPYG00000002576	TWNK	ENSPPYP00000002991	10	100011599	100017660	ENSMUSP00000026227	Euarchontoglires	ortholog_one2one	75.6204	86.9128	100	100	0.0777	0.4851	1
ENSMUSG00000002658	ENSPPYG00000009452	GTF2F1	ENSPPYP00000010599	19	6429073	6444894	ENSMUSP00000002733	Eutheria	ortholog_one2one	92.9134	91.2959	100	80.88	0.0319	1.2803	1
ENSMUSG00000064514	ENSPPYG00000024476	RF00093	ENSPPYT00000027955	15	63661692	63661760	ENSMUST00000082580	Eutheria	ortholog_one2one	83.0986	85.5072	NA	NA	NA	NA	0
ENSMUSG00000024853	ENSPPYG00000003034		ENSPPYP00000003511	11	9818744	9828588	ENSMUSP00000025774	Euarchontoglires	ortholog_one2one	71.1845	92.8678	100	100	0.0282	0.5865	1
ENSMUSG00000024900	ENSPPYG00000002967		ENSPPYP00000003441	11	7235671	7299334	ENSMUSP00000025835	Eutheria	ortholog_one2one	56.4036	82.8897	100	0	0.0948	1.0886	1
ENSMUSG00000095256	ENSPPYG00000021082	RF00001	ENSPPYT00000024561	1	177784196	177784321	ENSMUST00000179494	Theria	ortholog_one2one	67.2269	63.4921	NA	NA	NA	NA	0
ENSMUSG00000080268	ENSPPYG00000004107	BRMS1	ENSPPYP00000004685	11_random	2952259	2960135	ENSMUSP00000112266	Euarchontoglires	ortholog_one2one	92.6829	92.6829	75	100	0.0333	0.6098	1
ENSMUSG00000077733	ENSPPYG00000022665	RF00560	ENSPPYT00000026144	12	71954149	71954275	ENSMUST00000104545	Eutheria	ortholog_many2many	74.2188	74.8031	NA	NA	NA	NA	0
ENSMUSG00000077733	ENSPPYG00000023234	RF00560	ENSPPYT00000026713	9	133719230	133719361	ENSMUST00000104545	Eutheria	ortholog_many2many	82.0312	79.5455	NA	NA	NA	NA	0
ENSMUSG00000077733	ENSPPYG00000023474	RF00560	ENSPPYT00000026953	10	113222458	113222589	ENSMUST00000104545	Eutheria	ortholog_many2many	80.4688	78.0303	NA	NA	NA	NA	0
ENSMUSG00000031862	ENSPPYG00000009776	ATP13A1	ENSPPYP00000010951	19	20069462	20088231	ENSMUSP00000034326	Boreoeutheria	ortholog_one2one	93.9167	94.4677	50	100	0.0267	0.7325	1
ENSMUSG00000021676	ENSPPYG00000015568	IQGAP2	ENSPPYP00000017403	5	76522388	76829156	ENSMUSP00000067685	Euarchontoglires	ortholog_one2one	89.2064	89.2064	75	84.38	0.0606	0.6051	1
ENSMUSG00000024846	ENSPPYG00000003037	CST6	ENSPPYP00000003515	11	9870724	9872310	ENSMUSP00000025764	Euarchontoglires	ortholog_one2one	69.7987	66.242	100	0	0.1746	0.6548	1
ENSMUSG00000053441	ENSPPYG00000015743	ADAMTS19	ENSPPYP00000017604	5	130858417	131147456	ENSMUSP00000050535	Euarchontoglires	ortholog_one2one	87.9339	88.1524	100	97.4	0.0608	0.4436	1
ENSMUSG00000041915	ENSPPYG00000012758	AMMECR1L	ENSPPYP00000014235	2b	6194639	6207900	ENSMUSP00000111475	Euarchontoglires	ortholog_one2one	86.4516	98.1685	75	62.02	0.0089	0.2271	1
ENSMUSG00000056185	ENSPPYG00000003048	SNX32	ENSPPYP00000003526	11	10042915	10061982	ENSMUSP00000070915	Euarchontoglires	ortholog_one2one	85.1485	86	75	53.39	0.0853	0.697	1
ENSMUSG00000071656	ENSPPYG00000003152	LRRN4CL	ENSPPYP00000003642	11	13479061	13479777	ENSMUSP00000093976	Eutheria	ortholog_one2one	66.9456	67.2269	100	100	0.2463	1.1721	1
ENSMUSG00000077564	ENSPPYG00000028045	RF00443	ENSPPYT00000031524	12	116710016	116710110	ENSMUST00000104376	Eutheria	ortholog_one2many	55.814	75.7895	NA	NA	NA	NA	0
ENSMUSG00000077564	ENSPPYG00000022741	RF00443	ENSPPYT00000026220	13	26680652	26680777	ENSMUST00000104376	Eutheria	ortholog_one2many	86.0465	88.0952	NA	NA	NA	NA	0
ENSMUSG00000096256	ENSPPYG00000019110		ENSPPYP00000021415	9	26888860	26891793	ENSMUSP00000081728	Boreoeutheria	ortholog_many2many	2.28471	5.22088	50	44.04	0.795	69.1779	0
ENSMUSG00000096256	ENSPPYG00000019111		ENSPPYP00000021416	9	26891857	26893527	ENSMUSP00000081728	Boreoeutheria	ortholog_many2many	38.1371	38.9587	25	50	0.4276	0.612	0
ENSMUSG00000096256	ENSPPYG00000019109		ENSPPYP00000021414	9	26768723	26771410	ENSMUSP00000081728	Boreoeutheria	ortholog_many2many	1.58172	6.56934	25	NA	0.9942	2.8656	0
ENSMUSG00000063434	ENSPPYG00000002637	SORCS3	ENSPPYP00000003068	10	103752833	104356570	ENSMUSP00000077919	Euarchontoglires	ortholog_one2one	90.402	92.1405	50	99.47	0.0397	0.4844	1
ENSMUSG00000024477	ENSPPYG00000015694	PGGT1B	ENSPPYP00000017554	5	116242496	116298519	ENSMUSP00000025354	Euarchontoglires	ortholog_one2one	94.695	94.4444	100	78.13	0.0323	0.6793	1
ENSMUSG00000033207	ENSPPYG00000019281	MAMDC2	ENSPPYP00000021592	9	64738652	64920206	ENSMUSP00000045432	Euarchontoglires	ortholog_one2one	89.2128	89.2128	75	100	0.0592	0.4969	1
ENSMUSG00000065737	ENSPPYG00000024575	RF00026	ENSPPYT00000028054	22	24833567	24833673	ENSMUST00000083803	Theria	ortholog_one2many	83.6735	76.6355	NA	NA	NA	NA	0
ENSMUSG00000065737	ENSPPYG00000023696	RF00026	ENSPPYT00000027175	15	18505673	18505779	ENSMUST00000083803	Theria	ortholog_one2many	89.7959	82.243	NA	NA	NA	NA	0
ENSMUSG00000087925	ENSPPYG00000029266	RF00026	ENSPPYT00000032745	16	29217149	29217246	ENSMUST00000157300	Eutheria	ortholog_one2one	55.2381	59.1837	NA	NA	NA	NA	0
ENSMUSG00000070227	ENSPPYG00000024005	RF00026	ENSPPYT00000027484	12	55977226	55977329	ENSMUST00000093715	Eutheria	ortholog_one2many	83.1776	85.5769	NA	NA	NA	NA	0
ENSMUSG00000070227	ENSPPYG00000025098	RF00026	ENSPPYT00000028577	2a	72643161	72643264	ENSMUST00000093715	Eutheria	ortholog_one2many	79.4393	81.7308	NA	NA	NA	NA	0
ENSMUSG00000070227	ENSPPYG00000022830	RF00026	ENSPPYT00000026309	22	16408000	16408106	ENSMUST00000093715	Eutheria	ortholog_one2many	84.1122	84.1122	NA	NA	NA	NA	0
ENSMUSG00000071662	ENSPPYG00000003147	POLR2G	ENSPPYP00000003636	11	13397063	13402584	ENSMUSP00000093980	Boreoeutheria	ortholog_one2one	89.5349	88.5057	100	100	0.0572	0.8377	1
