ensembl_gene_id	ggallus_homolog_ensembl_gene	ggallus_homolog_associated_gene_name	ggallus_homolog_ensembl_peptide	ggallus_homolog_chromosome	ggallus_homolog_chrom_start	ggallus_homolog_chrom_end	ggallus_homolog_canonical_transcript_protein	ggallus_homolog_subtype	ggallus_homolog_orthology_type	ggallus_homolog_perc_id	ggallus_homolog_perc_id_r1	ggallus_homolog_goc_score	ggallus_homolog_wga_coverage	ggallus_homolog_dn	ggallus_homolog_ds	ggallus_homolog_orthology_confidence
ENSMUSG00000059866	ENSGALG00000015666	TNIP2	ENSGALP00000044555	4	83016901	83024840	ENSMUSP00000085030	Amniota	ortholog_one2one	50.6977	41.8426	100	70.31	NA	NA	1
ENSMUSG00000020892	ENSGALG00000044760		ENSGALP00000062206	AADN04000612.1	122049	123781	ENSMUSP00000021268	Amniota	ortholog_one2one	13.6428	40.5858	25	12.25	NA	NA	0
ENSMUSG00000072812	ENSGALG00000011687		ENSGALP00000019085	5	51898823	51911235	ENSMUSP00000114522	Amniota	ortholog_one2one	28.1358	16.5147	100	80.24	NA	NA	0
ENSMUSG00000026797	ENSGALG00000030073		ENSGALP00000053122	AADN04014272.1	1	4791	ENSMUSP00000089051	Euteleostomi	ortholog_one2many	77.4461	89.8077	0	NA	NA	NA	0
ENSMUSG00000026797	ENSGALG00000040003	STXBP1	ENSGALP00000051666	17	2936047	2951812	ENSMUSP00000089051	Euteleostomi	ortholog_one2many	96.6833	96.6833	25	86.41	NA	NA	1
ENSMUSG00000028779	ENSGALG00000040519	PEF1	ENSGALP00000047759	23	4980932	4982596	ENSMUSP00000112638	Amniota	ortholog_one2one	54.1818	66.8161	75	52.57	NA	NA	1
ENSMUSG00000032598	ENSGALG00000005713	NCKIPSD	ENSGALP00000009151	12	8989763	9025973	ENSMUSP00000035218	Amniota	ortholog_one2one	67.9272	63.8999	75	100	NA	NA	1
ENSMUSG00000006024	ENSGALG00000034747	NAPA	ENSGALP00000044248	AADN04000872.1	22485	28681	ENSMUSP00000006181	Amniota	ortholog_one2one	88.4746	88.7755	100	100	NA	NA	1
ENSMUSG00000103919	ENSGALG00000012766		ENSGALP00000020802	1	55616634	55625686	ENSMUSP00000141418	Amniota	ortholog_one2many	28.8288	26.8908	25	NA	NA	NA	0
ENSMUSG00000116069	ENSGALG00000012422		ENSGALP00000020278	1	51220223	51226301	ENSMUSP00000154996	Amniota	ortholog_one2many	51.0067	42.5175	75	39	NA	NA	1
ENSMUSG00000043998	ENSGALG00000031212	MGAT2	ENSGALP00000052838	5	57729123	57730559	ENSMUSP00000057905	Amniota	ortholog_one2one	63.1222	58.3682	50	100	NA	NA	1
ENSMUSG00000116165	ENSGALG00000023131	PDXP	ENSGALP00000037027	1	51216088	51219459	ENSMUSP00000086796	Amniota	ortholog_one2one	70.2055	68.3333	75	67.89	NA	NA	1
ENSMUSG00000026626	ENSGALG00000009828	PPP2R5A	ENSGALP00000015963	3	21979873	22019527	ENSMUSP00000070726	Amniota	ortholog_one2one	91.358	93.2773	75	100	NA	NA	1
ENSMUSG00000113149	ENSGALG00000012232	DNAAF2	ENSGALP00000019948	5	57730095	57745186	ENSMUSP00000152161	Vertebrata	ortholog_one2many	33.9768	11.9241	50	99.5	NA	NA	0
ENSMUSG00000042106	ENSGALG00000035777	INKA1	ENSGALP00000055275	12	2403201	2404925	ENSMUSP00000040433	Amniota	ortholog_one2one	35.8156	43.1624	75	93.79	NA	NA	1
ENSMUSG00000113786	ENSGALG00000012237	POLE2	ENSGALP00000019955	5	57744141	57763640	ENSMUSP00000152361	Amniota	ortholog_one2many	74.7573	14.611	100	50.8	NA	NA	0
ENSMUSG00000042567	ENSGALG00000040569	NEK10	ENSGALP00000049782	2	38549288	38559927	ENSMUSP00000153142	Amniota	ortholog_one2one	18.7444	83.9357	75	95.59	NA	NA	0
ENSMUSG00000029066	ENSGALG00000001542	MRPL20	ENSGALP00000002340	21	2205337	2208060	ENSMUSP00000030942	Amniota	ortholog_one2one	77.1812	77.1812	100	99.56	NA	NA	1
ENSMUSG00000032589	ENSGALG00000001849	BSN	ENSGALP00000035506	12	2472587	2517710	ENSMUSP00000035208	Amniota	ortholog_one2one	55.7331	59.2024	50	100	NA	NA	1
ENSMUSG00000020787	ENSGALG00000001573	P2RX1	ENSGALP00000054627	19	3288227	3295581	ENSMUSP00000021141	Amniota	ortholog_one2one	64.6617	64.6617	75	97.15	NA	NA	1
ENSMUSG00000032343	ENSGALG00000015897	IMPG1	ENSGALP00000025572	3	80679194	80732860	ENSMUSP00000108876	Amniota	ortholog_one2one	39.9749	34.375	100	100	NA	NA	1
ENSMUSG00000029103	ENSGALG00000015612	LRPAP1	ENSGALP00000025125	4	82422260	82431505	ENSMUSP00000030986	Amniota	ortholog_one2one	63.6111	65.8046	50	86.92	NA	NA	1
ENSMUSG00000054150	ENSGALG00000011076	SYNE3	ENSGALP00000018019	5	46084881	46114497	ENSMUSP00000093090	Amniota	ortholog_one2one	50.0513	51.0995	75	100	NA	NA	1
ENSMUSG00000030532	ENSGALG00000027446		ENSGALP00000054927	AADN04011533.1	5892	7828	ENSMUSP00000032747	Amniota	ortholog_one2many	77.6536	65.8768	0	87.48	NA	NA	1
ENSMUSG00000030532	ENSGALG00000044375		ENSGALP00000061006	10	20087394	20088248	ENSMUSP00000032747	Amniota	ortholog_one2many	63.6871	72.1519	0	95.14	NA	NA	1
ENSMUSG00000014846	ENSGALG00000002103	TPPP3	ENSGALP00000003277	11	1281969	1283975	ENSMUSP00000135040	Amniota	ortholog_one2one	83.5227	83.5227	75	100	NA	NA	1
ENSMUSG00000021054	ENSGALG00000041183	SGPP1	ENSGALP00000046954	5	53326815	53340864	ENSMUSP00000021450	Amniota	ortholog_one2one	64.186	46.6216	100	79.8	NA	NA	1
ENSMUSG00000027109	ENSGALG00000031796	SP3	ENSGALP00000046340	7	17146429	17176689	ENSMUSP00000099750	Amniota	ortholog_one2one	85.3129	86.6407	100	100	NA	NA	1
ENSMUSG00000029273	ENSGALG00000011812		ENSGALP00000019259	4	52140111	52141780	ENSMUSP00000108940	Amniota	ortholog_one2one	62.7119	62.9252	50	95.24	NA	NA	1
ENSMUSG00000001416	ENSGALG00000039205	CCT3	ENSGALP00000046834	25	33889	44203	ENSMUSP00000001452	Amniota	ortholog_one2one	84.9541	84.6435	50	43.26	NA	NA	1
ENSMUSG00000026627	ENSGALG00000009822	TMEM206	ENSGALP00000015953	3	21897361	21979249	ENSMUSP00000027940	Amniota	ortholog_one2one	66	64.8876	75	95.9	NA	NA	1
ENSMUSG00000042807	ENSGALG00000007944	HECW2	ENSGALP00000012889	7	9831319	9937960	ENSMUSP00000113283	Euteleostomi	ortholog_one2one	84.9176	85.5683	75	100	NA	NA	1
ENSMUSG00000030638	ENSGALG00000006045	SH3GL3	ENSGALP00000009724	10	11407195	11450747	ENSMUSP00000032874	Amniota	ortholog_one2one	82.1326	80.7365	100	100	NA	NA	1
ENSMUSG00000038600	ENSGALG00000040666	ATP6V0A4	ENSGALP00000050581	1	56383284	56408305	ENSMUSP00000110558	Amniota	ortholog_one2one	77.3109	76.4846	100	100	NA	NA	1
ENSMUSG00000074771	ENSGALG00000008996	ANKEF1	ENSGALP00000014616	3	13763815	13776266	ENSMUSP00000113881	Amniota	ortholog_one2one	58.4516	58.8312	100	100	NA	NA	1
ENSMUSG00000067879	ENSGALG00000038168		ENSGALP00000053784	AADN04011393.1	5825	8011	ENSMUSP00000086041	Amniota	ortholog_one2many	27.0531	38.3562	0	19.87	NA	NA	0
ENSMUSG00000067879	ENSGALG00000034224		ENSGALP00000048962	2	115516381	115531569	ENSMUSP00000086041	Amniota	ortholog_one2many	45.4106	45.6311	100	100	NA	NA	1
ENSMUSG00000032594	ENSGALG00000002510	IP6K1	ENSGALP00000003950	12	2364946	2371200	ENSMUSP00000035214	Amniota	ortholog_one2one	54.7344	84.3416	100	74.8	NA	NA	1
ENSMUSG00000021810	ENSGALG00000002686	ECD	ENSGALP00000004223	6	5191255	5199572	ENSMUSP00000022344	Amniota	ortholog_one2one	57.7223	57.9937	50	97.4	NA	NA	1
ENSMUSG00000026620	ENSGALG00000009483	MARK1	ENSGALP00000015425	3	18659507	18713332	ENSMUSP00000027929	Amniota	ortholog_one2one	89.434	89.434	100	100	NA	NA	1
ENSMUSG00000031813	ENSGALG00000042661	MVB12A	ENSGALP00000044401	AADN04000744.1	29313	34012	ENSMUSP00000034272	Amniota	ortholog_one2one	46.4945	47.191	0	44.75	NA	NA	0
ENSMUSG00000031201	ENSGALG00000005383	BRCC3	ENSGALP00000008634	4	2200027	2204262	ENSMUSP00000033544	Amniota	ortholog_one2many	84.1924	93.8697	50	95.97	NA	NA	1
ENSMUSG00000029705	ENSGALG00000029635		ENSGALP00000051784	19	4042828	4052619	ENSMUSP00000135223	Vertebrata	ortholog_one2one	14.5612	94.8052	100	58.04	NA	NA	0
ENSMUSG00000048120	ENSGALG00000007078	ENTPD1	ENSGALP00000058408	6	21986473	22024524	ENSMUSP00000116285	Amniota	ortholog_one2one	55.2876	56.7619	0	87.35	NA	NA	1
ENSMUSG00000032440	ENSGALG00000011442	TGFBR2	ENSGALP00000036896	2	39945695	40007802	ENSMUSP00000062333	Amniota	ortholog_one2one	71.1149	75.5835	100	90.74	NA	NA	1
ENSMUSG00000019139	ENSGALG00000030344	ISYNA1	ENSGALP00000057935	28	3946510	3950202	ENSMUSP00000148077	Amniota	ortholog_one2one	71.8133	66.778	100	94.65	NA	NA	1
ENSMUSG00000016319	ENSGALG00000008675	SLC25A5	ENSGALP00000014105	4	16626080	16628080	ENSMUSP00000016463	Euteleostomi	ortholog_one2one	94.9664	94.9664	100	66.21	NA	NA	1
ENSMUSG00000025213	ENSGALG00000007837	KAZALD1	ENSGALP00000057513	6	23063011	23067024	ENSMUSP00000107579	Amniota	ortholog_one2one	62.6198	65.3333	100	51.7	NA	NA	1
ENSMUSG00000038886	ENSGALG00000033790	MAN2A2	ENSGALP00000052926	10	20112155	20120973	ENSMUSP00000095949	Amniota	ortholog_one2one	77.1701	77.5065	50	100	NA	NA	1
ENSMUSG00000046034	ENSGALG00000019543	OTULIN	ENSGALP00000021120	2	76489687	76496184	ENSMUSP00000057893	Amniota	ortholog_one2one	50	53.6585	100	100	NA	NA	1
ENSMUSG00000043241	ENSGALG00000033772	UPF2	ENSGALP00000046655	1	6218145	6266504	ENSMUSP00000058375	Amniota	ortholog_one2one	94.0898	92.3434	100	73.58	NA	NA	1
ENSMUSG00000025776	ENSGALG00000033880	CRISPLD1	ENSGALP00000049718	2	118909175	118947095	ENSMUSP00000092686	Amniota	ortholog_one2one	86.2	82.7255	50	100	NA	NA	1
ENSMUSG00000000743	ENSGALG00000006161	CHMP1A	ENSGALP00000033033	11	18999513	19003219	ENSMUSP00000000759	Amniota	ortholog_one2one	95.9184	95.9184	100	50	NA	NA	1
ENSMUSG00000051817	ENSGALG00000035951	SOX12	ENSGALP00000047214	20	10174797	10175639	ENSMUSP00000138293	Amniota	ortholog_one2one	52.8662	59.2857	100	97.28	NA	NA	1
ENSMUSG00000022265	ENSGALG00000012964	ANKH	ENSGALP00000021117	2	76381967	76473528	ENSMUSP00000022875	Amniota	ortholog_one2one	95.1219	94.929	100	100	NA	NA	1
ENSMUSG00000069044	ENSGALG00000016236		ENSGALP00000026130	1	112079778	112151195	ENSMUSP00000088727	Amniota	ortholog_one2many	81.8858	82.0141	25	100	NA	NA	1
ENSMUSG00000027665	ENSGALG00000008934	PIK3CA	ENSGALP00000014504	9	17595786	17618335	ENSMUSP00000029201	Amniota	ortholog_one2one	95.5056	95.5056	100	100	NA	NA	1
ENSMUSG00000013936	ENSGALG00000004582	MYL2	ENSGALP00000034439	15	6081766	6085776	ENSMUSP00000107380	Tetrapoda	ortholog_one2one	90.9639	91.5152	100	95.67	NA	NA	1
ENSMUSG00000019278	ENSGALG00000006175	DPEP1	ENSGALP00000056553	11	18993604	18997174	ENSMUSP00000019422	Amniota	ortholog_one2one	62.9268	56.4551	100	90.55	NA	NA	1
ENSMUSG00000022262	ENSGALG00000012997	DNAH5	ENSGALP00000021192	2	76844724	76973325	ENSMUSP00000069751	Vertebrata	ortholog_one2one	77.256	77.2059	100	98.27	NA	NA	1
ENSMUSG00000026805	ENSGALG00000043217	BARHL1	ENSGALP00000054174	17	7059805	7064629	ENSMUSP00000053147	Amniota	ortholog_one2one	86.2385	89.2405	100	100	NA	NA	1
ENSMUSG00000021752	ENSGALG00000007111	KCTD6	ENSGALP00000011504	12	11854834	11862847	ENSMUSP00000129059	Amniota	ortholog_one2one	97.0464	97.0464	100	100	NA	NA	1
ENSMUSG00000027115	ENSGALG00000012160	KIF18A	ENSGALP00000019833	5	3836014	3878370	ENSMUSP00000028527	Amniota	ortholog_one2one	57.9007	55.2207	100	51.49	NA	NA	1
ENSMUSG00000047215	ENSGALG00000000150	RPL9	ENSGALP00000044356	4	69714760	69756162	ENSMUSP00000109399	Tetrapoda	ortholog_one2many	94.2708	94.2708	100	99.83	NA	NA	1
ENSMUSG00000025509	ENSGALG00000014569	PNPLA2	ENSGALP00000023449	5	15758209	15779721	ENSMUSP00000127149	Amniota	ortholog_one2one	68.5185	68.9441	100	59	NA	NA	1
ENSMUSG00000022517	ENSGALG00000037492	MGRN1	ENSGALP00000052976	14	12399639	12448114	ENSMUSP00000155034	Amniota	ortholog_one2one	83.8649	80.1075	75	100	NA	NA	1
ENSMUSG00000063455	ENSGALG00000012796	KIAA1549	ENSGALP00000020850	1	56292882	56362827	ENSMUSP00000130121	Amniota	ortholog_one2one	48.3505	50.3759	50	100	NA	NA	1
ENSMUSG00000020484	ENSGALG00000005796	XBP1	ENSGALP00000009296	15	7760945	7764070	ENSMUSP00000054852	Euteleostomi	ortholog_one2one	54.3071	56.8627	75	100	NA	NA	1
ENSMUSG00000035578	ENSGALG00000007607	IQCG	ENSGALP00000012288	9	15152325	15168587	ENSMUSP00000110752	Amniota	ortholog_one2one	38.4248	40.6566	75	100	NA	NA	1
ENSMUSG00000095546	ENSGALG00000012766		ENSGALP00000020802	1	55616634	55625686	ENSMUSP00000114126	Amniota	ortholog_one2many	16.5094	14.7059	50	NA	NA	NA	0
ENSMUSG00000062168	ENSGALG00000016522	PPEF1	ENSGALP00000026611	1	120458892	120488125	ENSMUSP00000071191	Amniota	ortholog_one2one	49.6923	51.1076	100	84.4	NA	NA	1
ENSMUSG00000026721	ENSGALG00000004578	RABGAP1L	ENSGALP00000007275	8	7136271	7334536	ENSMUSP00000028049	Amniota	ortholog_one2one	84.4172	65.3371	100	100	NA	NA	1
ENSMUSG00000055373	ENSGALG00000042116	FUT9	ENSGALP00000062701	3	73159375	73275217	ENSMUSP00000081826	Amniota	ortholog_one2one	87.7437	87.7437	100	100	NA	NA	1
ENSMUSG00000000740	ENSGALG00000006179	RPL13	ENSGALP00000051024	11	18978055	18982325	ENSMUSP00000000756	Amniota	ortholog_one2one	92.4171	92.4171	100	100	NA	NA	1
ENSMUSG00000054580	ENSGALG00000011149	PLA2R1	ENSGALP00000032471	7	21941750	21977517	ENSMUSP00000108144	Amniota	ortholog_one2one	50.1009	51.0624	75	50	NA	NA	1
ENSMUSG00000024431	ENSGALG00000032992	NR3C1	ENSGALP00000052544	13	17485533	17536237	ENSMUSP00000111229	Amniota	ortholog_one2one	72.2222	73.9018	75	95.79	NA	NA	1
ENSMUSG00000022802	ENSGALG00000012067	LMLN	ENSGALP00000019687	7	28358235	28368248	ENSMUSP00000023497	Amniota	ortholog_one2one	68.8693	78.1667	50	98.65	NA	NA	1
ENSMUSG00000029829	ENSGALG00000026974	TMEM213	ENSGALP00000041448	1	56374719	56374886	ENSMUSP00000031851	Amniota	ortholog_one2one	31.4961	72.7273	75	100	NA	NA	1
ENSMUSG00000002814	ENSGALG00000005028	TOP3A	ENSGALP00000058400	14	5109957	5121859	ENSMUSP00000002891	Amniota	ortholog_one2one	69.7906	68.4931	100	100	NA	NA	1
ENSMUSG00000032590	ENSGALG00000002784	APEH	ENSGALP00000056345	12	2465249	2469863	ENSMUSP00000141856	Amniota	ortholog_one2one	64.7541	64.1407	50	76.89	NA	NA	1
ENSMUSG00000041161	ENSGALG00000043920	OTUD3	ENSGALP00000064350	21	4825726	4833712	ENSMUSP00000095441	Amniota	ortholog_one2one	56.5657	57.289	100	81.25	NA	NA	1
ENSMUSG00000049806	ENSGALG00000042987		ENSGALP00000045003	AADN04000593.1	178163	178630	ENSMUSP00000149328	Amniota	ortholog_one2many	16.5584	32.9032	0	NA	NA	NA	0
ENSMUSG00000044224	ENSGALG00000003387	DNAJC21	ENSGALP00000005343	Z	10568208	10582270	ENSMUSP00000116865	Euteleostomi	ortholog_one2one	68.7382	67.9702	100	99.29	NA	NA	1
ENSMUSG00000057234	ENSGALG00000012153	METTL15	ENSGALP00000019820	5	3879138	3985663	ENSMUSP00000080337	Amniota	ortholog_one2one	63.0542	57.6577	100	39.16	NA	NA	1
ENSMUSG00000031825	ENSGALG00000032143	CRISPLD2	ENSGALP00000049240	11	17142610	17163354	ENSMUSP00000034282	Amniota	ortholog_one2one	66.8687	67.14	75	80.43	NA	NA	1
ENSMUSG00000026969	ENSGALG00000045172	FAM166A	ENSGALP00000061029	17	2360753	2368211	ENSMUSP00000028346	Amniota	ortholog_one2one	37.3041	38.2637	50	52.63	NA	NA	1
ENSMUSG00000053333	ENSGALG00000007767	DIS3L2	ENSGALP00000012585	9	15449856	15613805	ENSMUSP00000132673	Euteleostomi	ortholog_one2one	65.9502	71.6216	100	94.63	NA	NA	1
ENSMUSG00000020413	ENSGALG00000039589		ENSGALP00000056243	2	55476869	55483822	ENSMUSP00000020683	Amniota	ortholog_one2many	70.8185	70.0704	50	94.29	NA	NA	1
ENSMUSG00000055415	ENSGALG00000001662	ATP10B	ENSGALP00000002536	13	7701391	7750388	ENSMUSP00000076844	Euteleostomi	ortholog_one2one	61.4654	61.3821	100	98.35	NA	NA	1
ENSMUSG00000040820	ENSGALG00000016047	HLCS	ENSGALP00000029718	1	106864786	106977050	ENSMUSP00000130981	Amniota	ortholog_one2one	57.7562	46.7489	100	83.12	NA	NA	1
ENSMUSG00000045318	ENSGALG00000015608	ADRA2C	ENSGALP00000025121	4	82152617	82153957	ENSMUSP00000059705	Amniota	ortholog_one2one	67.0306	68.8341	50	100	NA	NA	1
ENSMUSG00000031283	ENSGALG00000008072	CHRDL1	ENSGALP00000013090	4	13563342	13605339	ENSMUSP00000108499	Amniota	ortholog_one2one	76.2864	74.7807	100	99.24	NA	NA	1
ENSMUSG00000036752	ENSGALG00000008586	TUBB4B	ENSGALP00000013964	17	2368202	2370299	ENSMUSP00000042342	Sarcopterygii	ortholog_one2one	99.3258	99.3258	50	100	NA	NA	1
ENSMUSG00000056737	ENSGALG00000036175	CAPG	ENSGALP00000045096	AADN04001118.1	2180	6203	ENSMUSP00000109705	Amniota	ortholog_one2one	61.8911	46.7532	0	83.11	NA	NA	1
ENSMUSG00000090523	ENSGALG00000011566	GYPC	ENSGALP00000037276	7	24152194	24178854	ENSMUSP00000134317	Amniota	ortholog_one2one	56.8421	58.0645	50	50	NA	NA	1
ENSMUSG00000096199	ENSGALG00000016610	PTRHD1	ENSGALP00000026758	3	105909724	105917071	ENSMUSP00000137070	Amniota	ortholog_one2one	51.4286	56.25	75	100	NA	NA	1
ENSMUSG00000045576	ENSGALG00000001538	ST7L	ENSGALP00000002335	26	3512894	3532806	ENSMUSP00000058455	Amniota	ortholog_one2one	76.9231	77.4775	75	75.54	NA	NA	1
ENSMUSG00000020652	ENSGALG00000016609	CENPO	ENSGALP00000026757	3	105902929	105909634	ENSMUSP00000119136	Amniota	ortholog_one2one	44.2953	40.6154	100	100	NA	NA	1
ENSMUSG00000056569	ENSGALG00000030372	MPZ	ENSGALP00000045144	KQ759474.1	6824	11067	ENSMUSP00000066701	Amniota	ortholog_one2one	73.3871	73.0924	50	91.61	NA	NA	1
ENSMUSG00000025215	ENSGALG00000007831	TLX1	ENSGALP00000012693	6	23040454	23045778	ENSMUSP00000026236	Amniota	ortholog_one2one	69.97	78.4512	100	NA	NA	NA	1
ENSMUSG00000067768	ENSGALG00000012766		ENSGALP00000020802	1	55616634	55625686	ENSMUSP00000066171	Amniota	ortholog_one2many	25.5814	23.1092	25	NA	NA	NA	0
ENSMUSG00000019027	ENSGALG00000004297	DNAH1	ENSGALP00000006832	12	3033149	3099125	ENSMUSP00000043281	Chordata	ortholog_one2one	72.3529	72.8328	50	58.44	NA	NA	1
ENSMUSG00000041740	ENSGALG00000036417	RNF10	ENSGALP00000058296	15	9304290	9314303	ENSMUSP00000107726	Amniota	ortholog_one2one	63.2298	72.0963	100	100	NA	NA	1
ENSMUSG00000028944	ENSGALG00000006219	PRKAG2	ENSGALP00000010021	2	6325515	6507427	ENSMUSP00000030784	Amniota	ortholog_one2one	84.629	84.1828	100	56.46	NA	NA	1
ENSMUSG00000041078	ENSGALG00000037366	GRID1	ENSGALP00000051151	6	1638930	1943696	ENSMUSP00000044009	Amniota	ortholog_one2one	82.4579	89.6552	75	67.12	NA	NA	1
ENSMUSG00000025855	ENSGALG00000003675	PRKAR1B	ENSGALP00000050473	14	2034750	2121330	ENSMUSP00000026973	Vertebrata	ortholog_one2one	91.8635	82.9384	100	80.86	NA	NA	1
ENSMUSG00000034486	ENSGALG00000013342	GBX2	ENSGALP00000021739	7	5187307	5190674	ENSMUSP00000048508	Amniota	ortholog_one2one	54.5977	55.8824	75	95.99	NA	NA	1
ENSMUSG00000030654	ENSGALG00000006780	ARL6IP1	ENSGALP00000061694	14	8361228	8368038	ENSMUSP00000032888	Amniota	ortholog_one2one	85.7143	81.6901	100	89.19	NA	NA	1
ENSMUSG00000071179	ENSGALG00000046409		ENSGALP00000061495	5	45670985	45674779	ENSMUSP00000126933	Amniota	ortholog_one2one	31.3397	30.3241	100	NA	NA	NA	1
ENSMUSG00000028457	ENSGALG00000002326		ENSGALP00000015054	Z	8885737	8943793	ENSMUSP00000103575	Amniota	ortholog_one2one	64.328	64.6559	100	70.07	NA	NA	1
ENSMUSG00000029223	ENSGALG00000014261	UCHL1	ENSGALP00000055693	4	69068033	69072673	ENSMUSP00000031131	Amniota	ortholog_one2one	70.4036	45.1149	100	42.3	NA	NA	1
ENSMUSG00000034898	ENSGALG00000039001	FILIP1	ENSGALP00000051043	3	80974887	81050425	ENSMUSP00000091329	Amniota	ortholog_one2one	85.0906	85.231	100	100	NA	NA	1
ENSMUSG00000035020	ENSGALG00000010859	EPGN	ENSGALP00000017636	4	45019071	45027787	ENSMUSP00000046987	Amniota	ortholog_one2one	57.8947	58.2781	75	100	NA	NA	1
ENSMUSG00000027374	ENSGALG00000008550	MRPS5	ENSGALP00000013912	3	16110358	16154782	ENSMUSP00000028852	Amniota	ortholog_one2one	59.9537	63.6364	25	8.67	NA	NA	0
ENSMUSG00000031818	ENSGALG00000005749	COX4I2	ENSGALP00000009217	11	17841429	17845559	ENSMUSP00000138019	Amniota	ortholog_one2one	69.2308	68.4211	100	100	NA	NA	1
ENSMUSG00000059327	ENSGALG00000035966	EDA	ENSGALP00000053192	4	1150672	1204662	ENSMUSP00000109409	Amniota	ortholog_one2one	72.3785	78.6111	75	65.23	NA	NA	1
ENSMUSG00000050890	ENSGALG00000001463	PDIK1L	ENSGALP00000002216	23	3215345	3218935	ENSMUSP00000060381	Amniota	ortholog_one2one	96.7742	94.2857	75	100	NA	NA	1
ENSMUSG00000037594	ENSGALG00000011690	CLBA1	ENSGALP00000019089	5	52000022	52008032	ENSMUSP00000038002	Amniota	ortholog_one2one	29.9065	28.5714	100	56.81	NA	NA	1
ENSMUSG00000020654	ENSGALG00000016608	ADCY3	ENSGALP00000026753	3	105890215	105902441	ENSMUSP00000115406	Amniota	ortholog_one2one	78.2533	79.5031	100	99.06	NA	NA	1
ENSMUSG00000027804	ENSGALG00000009451	PPID	ENSGALP00000015366	4	22092473	22103048	ENSMUSP00000029382	Amniota	ortholog_one2one	79.4595	79.4595	100	100	NA	NA	1
ENSMUSG00000021125	ENSGALG00000009519	ARG2	ENSGALP00000043704	5	28877454	28894773	ENSMUSP00000021550	Amniota	ortholog_one2one	71.7514	71.3483	100	82.89	NA	NA	1
ENSMUSG00000019647	ENSGALG00000002294	SEMA6A	ENSGALP00000003601	Z	72560783	72672912	ENSMUSP00000019791	Amniota	ortholog_one2one	88.0698	86.9732	100	89.23	NA	NA	1
ENSMUSG00000024378	ENSGALG00000000241	STARD4	ENSGALP00000000319	Z	46509914	46518374	ENSMUSP00000025236	Amniota	ortholog_one2one	67.8571	73.43	100	100	NA	NA	1
ENSMUSG00000024600	ENSGALG00000000184	SLC27A6	ENSGALP00000000239	Z	45636819	45675681	ENSMUSP00000025500	Amniota	ortholog_one2one	69.79	68.3544	50	62.69	NA	NA	1
ENSMUSG00000020419	ENSGALG00000008037	HORMAD2	ENSGALP00000013025	15	10952762	10963608	ENSMUSP00000105574	Amniota	ortholog_one2one	51.634	58.9552	100	42.8	NA	NA	1
ENSMUSG00000014453	ENSGALG00000016661	BLK	ENSGALP00000026839	3	107708021	107727966	ENSMUSP00000014597	Amniota	ortholog_one2one	70.5411	70.5411	100	100	NA	NA	1
ENSMUSG00000047766	ENSGALG00000004059	LRRC49	ENSGALP00000006447	10	6194287	6233133	ENSMUSP00000070606	Amniota	ortholog_one2one	67.4202	69.5473	50	86.76	NA	NA	1
ENSMUSG00000043487	ENSGALG00000009292	ACOT6	ENSGALP00000055840	5	26171455	26176330	ENSMUSP00000056131	Amniota	ortholog_one2one	59.9045	53.8627	100	69.48	NA	NA	1
ENSMUSG00000021124	ENSGALG00000009526	VTI1B	ENSGALP00000015493	5	28894645	28902623	ENSMUSP00000057462	Amniota	ortholog_one2one	72.8448	72.8448	100	100	NA	NA	1
ENSMUSG00000029377	ENSGALG00000010864	EREG	ENSGALP00000017642	4	45042456	45050324	ENSMUSP00000031324	Amniota	ortholog_one2one	50	52.9412	75	100	NA	NA	1
ENSMUSG00000022556	ENSGALG00000036821	HSF1	ENSGALP00000057858	AADN04000706.1	10083	13530	ENSMUSP00000072617	Amniota	ortholog_one2one	22.4652	74.8344	0	56.77	NA	NA	0
ENSMUSG00000034274	ENSGALG00000029223	THOC5	ENSGALP00000057309	15	11176347	11187885	ENSMUSP00000045580	Amniota	ortholog_one2one	82.284	84.3844	100	100	NA	NA	1
ENSMUSG00000022231	ENSGALG00000028685	SEMA5A	ENSGALP00000040898	2	78926050	79169210	ENSMUSP00000069024	Amniota	ortholog_one2one	88.0819	87.9182	50	95.83	NA	NA	1
ENSMUSG00000037204	ENSGALG00000042016	ATG101	ENSGALP00000047992	AADN04001839.1	9003	12163	ENSMUSP00000045474	Amniota	ortholog_one2one	91.2844	84.6809	25	43.66	NA	NA	0
ENSMUSG00000047832	ENSGALG00000011692	CDCA4	ENSGALP00000062610	5	52029376	52037014	ENSMUSP00000058901	Tetrapoda	ortholog_one2one	64.557	41.6894	100	51.5	NA	NA	1
ENSMUSG00000022516	ENSGALG00000039779	NUDT16L1	ENSGALP00000058705	14	12396961	12399421	ENSMUSP00000155142	Amniota	ortholog_one2one	76.3033	50.3125	50	56.14	NA	NA	1
ENSMUSG00000040850	ENSGALG00000008163	PSME4	ENSGALP00000013250	3	2947673	3011366	ENSMUSP00000045460	Amniota	ortholog_one2one	86.7607	86.855	100	99.49	NA	NA	1
ENSMUSG00000047945	ENSGALG00000032335	MARCKSL1	ENSGALP00000048947	23	5135541	5137290	ENSMUSP00000055637	Amniota	ortholog_one2one	51.5	48.3568	50	98.67	NA	NA	1
ENSMUSG00000027247	ENSGALG00000042357	ARHGAP1	ENSGALP00000055710	5	23454031	23475701	ENSMUSP00000106963	Amniota	ortholog_one2one	74.739	81.9222	100	100	NA	NA	1
